SMALL SHOPPING,0.416382253
AVENUE SHOPPING,0.449374289
SQL SHOPPING,0.764505119
RAP SHOPPING,0.021046644
SUBWAY SHOPPING,0.526734926
PAGODE SHOPPING,1
COFFEE SHOPPING,0.249146758
RIVER SHOPPING,0.511945392
WOLF SHOPPING,0.58589306
ELIXIR SHOPPING,0.007963595
SAMPA SHOPPING,0.12741752
REACT SHOPPING,0
R SHOPPING,0.191695108
